"YEAR","SYST","ST","LOC","GEN","DTF","PHT","LOD","LBL","PBL","BSP","LSC","GDS","T2M_MEAN","T2M_MAX","T2M_MIN","PRECTOT_ACC","RH2M_MEAN","T2MDEW","SOLAR_RAD","WS2M","NOISE_1","NOISE_2","NOISE_3","NOISE_4","NOISE_5","NOISE_6","NOISE_7","NOISE_8","NOISE_9","NOISE_10","NOISE_11","NOISE_12","NOISE_13","NOISE_14","NOISE_15","NOISE_16","NOISE_17","NOISE_18","NOISE_19","NOISE_20","NOISE_21","NOISE_22","NOISE_23","NOISE_24","NOISE_25","NOISE_26","NOISE_27","NOISE_28","NOISE_29","NOISE_30","NOISE_31","NOISE_32","NOISE_33","NOISE_34","NOISE_35","NOISE_36","NOISE_37","NOISE_38","NOISE_39","NOISE_40","GY"
1983,"S1","GO","LOC3","GEN20",89.2791627813131,88.6850555008277,7,4,7,5,2,8,26.0789663097821,34.1987755179871,17.4272939863149,850.32173935324,87.4385873414576,22.4801722648554,19.5412523811683,2.1784736381378,9.36253190971911,0.463336589746177,7.00595169793814,1.31128854351118,5.82528998609632,0.606180583126843,4.55556644126773,2.47280459152535,1.44440918462351,4.85756885726005,2.76039848569781,0.141622619703412,8.14616142073646,6.42448378959671,3.86549773626029,2.04157994827256,1.27361814491451,0.596368482802063,6.7161970352754,2.03723375918344,4.57134030060843,6.03538298746571,7.26006150478497,0.618728278204799,2.74025207618251,9.1764276009053,9.26401759264991,2.06162066664547,6.65469445521012,5.97716130781919,7.24895325955003,5.71968859294429,8.94777084002271,1.46805510856211,4.95746359694749,0.488784755580127,5.65473946975544,2.3055583005771,5.91324703302234,8.98082620464265,4609.42449226968
1987,"S1","MT","LOC5","GEN23",94.1888570808806,138.731361287646,3,1,2,2,2,3,22.7578291893005,31.8102997157257,13.4906103580724,822.31188248843,63.54249071097,18.9045073431917,23.0706824595109,2.81220628786832,9.28133265580982,6.11119712237269,7.50834397040308,0.974301258102059,3.60210953047499,7.41574144223705,7.19245715066791,4.31797188706696,8.01152073312551,9.36090933857486,8.54637196287513,1.49392629042268,9.18772005476058,2.03832686878741,5.64412919804454,9.37636576825753,1.80789101636037,6.01614976301789,5.92772092204541,4.66207855148241,0.155887452419847,1.48776515154168,9.72060701344162,1.9357064482756,4.89469337277114,0.228385692462325,0.25035583646968,5.11650963220745,3.00739446422085,9.68511301791295,0.559221655130386,5.07728383876383,4.38799842027947,5.65334347542375,9.40351424273103,9.34590575518087,9.01041178731248,9.67931315070018,2.8231515455991,7.57054208545014,5421.30271671758
2019,"S1","RO","LOC8","GEN15",87.7108950656839,80.4178180475719,5,4,6,3,1,6,25.9971034829505,31.1346090682782,16.2458727625199,944.481513649225,64.1871199314483,22.469137705164,19.968806731049,4.22915234020911,0.0770793994888663,7.66563276294619,9.10499849589542,6.60890147322789,4.38800345407799,4.39607982523739,1.92779681179672,3.14125698292628,3.30634461715817,9.37985044904053,9.15572996484116,9.66100784717128,5.19422029843554,0.655482595320791,4.55824278993532,5.6090276199393,7.49418194638565,8.66827423451468,8.44273005379364,6.6624815762043,6.06774588581175,8.38641735259444,6.01959658320993,2.30521732242778,1.9499061931856,2.7987227216363,5.36571401171386,4.82092344900593,5.67948035895824,6.43752000993118,3.14347895560786,1.34209770010784,9.13478470873088,8.2441810821183,5.09519416140392,4.18651891406626,6.78281862521544,4.67199433362111,1.22723745880648,7.98139087855816,3521.66685469183
2021,"S1","GO","LOC1","GEN19",94.3980581499636,84.2615593597293,9,1,1,5,2,8,22.3339477754198,31.6800234981347,17.2607401155401,446.409976109862,66.4234854164533,17.6442764848471,22.5372305605561,3.79740704689175,4.64150725398213,4.93707397487015,3.46667533041909,7.9210342396982,3.23107835371047,2.86007118877023,4.20336326118559,5.49151754239574,4.84696286963299,5.72521846974269,7.64209947548807,8.45806312514469,4.06384066212922,0.652499925345182,2.59977378416806,0.613599640782923,5.11901773978025,2.0743386936374,5.97286736825481,1.73411548603326,5.05876750918105,7.89367717923597,8.38253635913134,9.05425554141402,2.82884816173464,2.85091773141176,5.00250136014074,6.49242368061095,5.8668588520959,6.21126050828025,4.75954135647044,0.878987507894635,9.30752127664164,0.120655864011496,5.73247412918136,6.39534726506099,3.42152495635673,2.12913803290576,5.97212261753157,5.03197189886123,3135.04448771532
1989,"S2","MT","LOC6","GEN19",92.1174957673065,78.9336817082949,1,3,8,8,7,4,23.8186162658967,31.5800127086695,17.3159693735652,708.685229718685,60.0560509250499,20.4304920351133,21.0782786644995,2.42500010086223,7.61494953883812,2.65455659711733,9.20426315627992,2.00412973063067,2.95888809487224,0.354006860870868,4.68317252816632,8.39533081278205,8.81916074780747,6.89020219724625,9.2967453179881,3.51529678329825,7.27636489784345,7.61483708163723,3.44530906528234,9.96435248292983,8.31324660452083,0.105609558522701,9.48688752250746,5.81606982275844,4.44739019265398,8.86089797597378,5.11034259106964,7.76560296537355,9.52961732167751,4.27627976052463,9.52804246917367,5.92729721916839,0.644960151985288,9.6586530120112,4.41958819050342,1.66272314731032,2.71264089504257,9.52577109448612,6.76666025305167,9.88918160321191,4.48607831960544,4.95030332356691,1.90402589505538,7.49295053305104,4558.05534698347
1984,"S1","GO","LOC1","GEN8",98.2148960256018,108.988647239748,8,3,5,4,6,7,25.6099766083062,36.1881895530969,15.8635924637783,650.576055981219,79.6938794455491,23.3866352920886,17.8076548757963,1.77924821875058,2.54655135795474,5.27910002972931,2.27109178667888,3.09474248206243,5.78263182658702,9.54785983776674,1.7768245912157,4.61893793893978,2.81490216962993,7.55013561109081,8.64672261755913,4.82378936838359,0.874664052389562,9.68238743022084,3.37058906676248,0.927266418002546,2.08884890656918,1.17657279828563,8.6561098578386,4.9051365442574,8.71367364190519,9.0819458803162,3.48884949693456,8.40759326005355,5.89935082942247,9.59919084096327,1.56592606334016,8.49893216276541,9.3741224007681,0.760426495689899,5.96894155722111,3.38119235821068,4.50366196455434,2.89085920667276,3.00208557862788,0.736488157417625,5.38296026177704,3.44121153466403,4.81099463766441,1.17541947169229,3151.066979147
2011,"S2","TO","LOC10","GEN19",77.3552978783846,91.7080814228393,6,3,9,9,2,8,22.5767122977413,29.047479014378,17.5036638590973,629.766552336514,61.6904669045471,19.0427458805498,16.9145551905967,3.42236564867198,5.64989126287401,5.24374980246648,9.39604503102601,7.27917957585305,4.78825898841023,8.28841960057616,0.859569304157048,7.69587138434872,0.157168614678085,5.97141571342945,8.78302925964817,7.41624917136505,0.936343579087406,1.2105982680805,8.89029290759936,1.78807149408385,4.08267471240833,3.15477915573865,8.50121486466378,2.55799407605082,4.10207367967814,8.66887616692111,0.682355086319149,6.48272721562535,3.07941037463024,4.11651940783486,3.8850572402589,4.62803242029622,2.36578649841249,9.62561601307243,8.02719948114827,9.75990352686495,0.706621017307043,9.20535451034084,3.44171373173594,9.49405028251931,7.03938403399661,2.25159510504454,2.5125635927543,3.37807810166851,3584.89396395549
1992,"S2","RO","LOC7","GEN15",74.4110271241516,90.8331994735636,8,5,6,1,8,5,22.0901653952897,27.944140486652,16.9801428101491,596.52963206172,81.0027511208318,18.4926968002692,19.3836173531599,5.13015992497094,9.47444421239197,5.78958312748,1.99714089743793,2.26884673116729,2.93856427306309,0.376327859703451,0.00746980542317033,9.11300730193034,7.75173525791615,2.48178845038638,1.85534560587257,7.6619094540365,2.87107160780579,7.89633522508666,6.3823226117529,2.48692940687761,0.722773412708193,4.54934638226405,3.58146479586139,0.439860722981393,0.338658674154431,5.81154340878129,1.88819111790508,0.417648225557059,5.63780751312152,7.96677910489962,5.73752841446549,2.28277740767226,4.68550336314365,5.50017517758533,8.24633268173784,3.44143329188228,3.07417672825977,2.18111440073699,9.16264323750511,6.36960353469476,7.68665676005185,5.95737460069358,5.47717868583277,7.92528674239293,2890.27856260569
1988,"S1","GO","LOC2","GEN14",96.8040908826515,131.295428308658,9,2,3,3,6,8,27.1570549239404,33.9597304326016,17.3137785189319,907.013825513422,71.3497140049003,22.1831465759315,24.2444560071453,2.56181831029244,5.71692027850077,4.96075543342158,4.99974695732817,9.9864073516801,2.72519693942741,5.95590119948611,8.82016102317721,5.34054573625326,9.30052647134289,6.43676221603528,6.24127582181245,0.660481036175042,8.38072123005986,6.02085349150002,8.65164697868749,0.892334601376206,7.4590357998386,6.63569847354665,1.92382631124929,9.05358050018549,6.61868999479339,9.337628276553,9.57641750341281,2.85469935508445,1.25132944434881,9.38187929801643,7.91762761073187,8.67834432283416,5.33866430865601,7.24353694356978,9.90622309036553,7.90329225594178,4.50224774191156,8.10384220443666,0.0643146829679608,0.372645978350192,1.45174237899482,2.24201772129163,2.59104071650654,5.7468477007933,4547.29603345058
2010,"S1","TO","LOC9","GEN12",74.3478947575204,137.493738140911,6,3,5,6,2,1,24.1207220125943,31.3207059272099,17.8785486076958,999.371464364231,89.9307593959384,20.3358622936066,17.0846741367131,4.05057040415704,8.85253415210173,4.95269319973886,2.0839288062416,3.98864429444075,2.25441913120449,2.90447760606185,2.5831270753406,6.29703054670244,1.03740376187488,5.28600532095879,9.83561987988651,1.45414340309799,3.69614515919238,0.306273677852005,0.157168628647923,9.25315711181611,0.777217075228691,3.57281065545976,5.05435746628791,5.82785416161641,6.61238079657778,7.12116106413305,2.86878733662888,1.97553390404209,0.524984986986965,4.70023739850149,4.00538807734847,2.21136873587966,3.28239203197882,3.0753364902921,9.82784310588613,9.37704479089007,3.80012572975829,4.54273285809904,1.67788752587512,8.00800728844479,4.84983857255429,1.82072800351307,4.05439889989793,2.45396066457033,3782.42618527918
2017,"S1","GO","LOC2","GEN23",108.498100845609,72.8585399733856,3,2,3,5,5,8,22.571740323212,29.1447623174172,14.7683742949739,769.166113436222,83.5101985093206,18.8296054543462,17.0313933864236,3.36047728685662,4.65871626278386,8.87610534904525,9.24046066123992,9.33795703807846,4.62504531955346,8.67481052875519,3.99064305238426,4.20768497744575,0.30378949129954,1.82203889125958,6.72259755898267,1.91402618540451,3.40235226554796,3.01164783770218,5.83602278027683,6.36449077166617,2.7183605520986,5.63062577275559,2.21969498088583,3.51474540540949,2.47127160197124,6.68574913404882,5.71330365724862,9.30423218524083,6.00935183465481,9.12862418917939,2.37157995812595,3.34704040084034,2.92189902393147,6.5462237293832,5.96627479186282,8.76670352648944,0.290801913943142,0.698598402086645,4.84389835968614,3.74529690248892,3.74365926254541,3.65782201290131,6.66779162595049,9.48987797368318,2540.36052228687
1991,"S2","MT","LOC4","GEN24",94.2352438252419,93.5777750751004,8,6,6,7,3,7,27.2835228070617,32.5965391250793,20.691621826496,545.501738972962,83.4404214844108,25.1818643277511,23.7352598411962,5.24420962808654,6.47095801774412,4.70213104505092,2.85702707013115,7.09823934594169,3.85422178776935,8.34479137556627,9.91116025485098,2.55207017529756,7.87399622844532,5.55000955471769,8.42672165250406,9.92303323699161,9.19640458188951,5.52437308011577,0.67141859093681,6.77167077083141,3.91690713819116,1.47116770967841,3.66384506924078,6.53191180434078,7.55972502054647,1.48149125976488,3.99911245563999,1.43341285642236,7.86229478660971,7.96565577853471,5.03608677070588,1.86675514327362,8.74271170934662,5.4039750341326,5.84173353388906,2.11342784576118,2.77815759414807,1.38838172890246,9.3527443241328,2.77314786333591,4.68251352198422,1.67626602575183,4.53346928814426,0.497659288812429,3950.17921684728
1982,"S2","GO","LOC3","GEN23",80.7118643098511,88.0308325076476,1,2,1,3,7,6,24.2598901120946,30.0113102095202,16.0092336197849,589.620509371161,84.7267498914152,19.6365665493067,18.8831265084445,5.5763811992947,0.0660857348702848,6.70060214586556,5.71774241281673,9.87913208315149,7.67904669046402,5.71323396870866,8.42307242797688,0.741544710472226,9.5969318668358,8.11115160118788,3.66191830020398,3.54380071163177,7.67585689667612,4.16682607261464,0.323798039462417,8.76974400598556,1.82379876961932,4.76181646576151,4.99881984898821,2.95430707978085,0.268263269681484,0.9771737921983,7.02222121413797,3.06835817638785,0.220644434448332,1.30060040159151,5.25154285831377,5.60107377823442,0.349697705823928,0.173482252284884,9.31892957305536,1.01662684464827,1.0193882510066,9.92340759374201,1.70582747552544,6.52920397464186,1.2514196196571,5.61477358685806,6.91546840826049,2.47186583932489,3657.12589715248
1991,"S2","RO","LOC7","GEN14",98.9166326611303,113.121441646945,9,3,3,9,8,1,24.2085848152637,33.2540173984598,18.1341373114847,1197.56388422102,89.5343751157634,21.6981365415268,17.1952364081517,3.50051699113101,2.35974342795089,5.4591198079288,5.31455462099984,3.14960897201672,6.79118788568303,0.745659924577922,1.89718054141849,7.13520054938272,0.707180888857692,8.61322801094502,2.91965489741415,4.80235691182315,5.0337472371757,5.03122749505565,2.99587216461077,3.20579173276201,4.56136788707227,1.11173935467377,1.83196163270622,6.79450660943985,9.03313348069787,6.77847366780043,5.83630035398528,2.08757096668705,5.36488468293101,7.36118905711919,1.74462438095361,7.27066949009895,8.01796010229737,9.61462525650859,5.02881904598325,2.87969999480993,4.03974021784961,6.53518920065835,5.94292114954442,3.95492543233559,5.05574744893238,3.42949527781457,6.02215841179714,2.26811475120485,5120.3596340233
2013,"S1","TO","LOC10","GEN25",84.8671410256065,90.9474241919816,4,7,5,8,2,5,25.2247103457339,32.6346672675572,16.6228495272808,565.844336338341,66.2286438304,20.2696014659014,15.1799093117006,1.59450691449456,9.62442021816969,9.78887292090803,9.4388719345443,5.36950249224901,3.87653877492994,3.90296233585104,8.48861936246976,5.34801644273102,7.26921942550689,1.97588445153087,6.6805508127436,2.46016138466075,3.87323976960033,6.46200143266469,4.26056290743873,7.02181034022942,3.89046211494133,8.19517404772341,3.63512406824157,0.241423475090414,1.57396752387285,1.15499080391601,2.65827432274818,4.29310634266585,5.09280539583415,6.98965026531368,8.94101055571809,3.00535005750135,9.66381408507004,8.4497594111599,6.68478106381372,9.66056952718645,4.10358715802431,1.13540668273345,6.72847670037299,4.42563902586699,4.06964576337487,1.74459586618468,2.47722959844396,4.24493580125272,3841.91161676401
2016,"S2","GO","LOC2","GEN18",103.174763233401,92.2069320804439,8,7,5,5,1,6,23.8728169011883,32.7253430911805,18.3842251843307,447.876363247633,67.6423199870624,20.0805035678204,18.3195857680403,3.28620505193248,1.40539829852059,4.21947912080213,5.2178113325499,4.50047867605463,5.24438746506348,3.09367854148149,0.185840984340757,3.68064004695043,9.51845292933285,5.08545415010303,8.0003895657137,0.824868243653327,6.97734544752166,3.68098978884518,4.10560776013881,2.21654100809246,8.0380732845515,9.55587355652824,6.47840264253318,0.391451246105134,7.97177921514958,1.74591032089666,5.8907163143158,1.08619860140607,0.722589278593659,8.51142508210614,5.31205891631544,6.82437257841229,1.19766257237643,5.91867632931098,3.17918287822977,5.65853845793754,1.1201509530656,6.43741528969258,7.67983519239351,0.537067451514304,1.11131923273206,7.73577780695632,2.24655858241022,3.79912947071716,3201.94835480344
2005,"S1","MT","LOC5","GEN13",96.8050274322741,134.867452960461,1,1,8,2,7,8,26.2817599093542,35.9166220878251,20.0019867315423,570.398159697652,77.8660031338222,23.3001117303502,20.5182013660669,2.82968137669377,7.72340972209349,9.55845933873206,3.41274941340089,9.39561801496893,6.62067867349833,3.82157892920077,6.90109064802527,3.89460562495515,7.97792664729059,5.59187171049416,7.36726477975026,9.15741638513282,2.62072174809873,0.39573579095304,7.51449433388188,8.53690324584022,9.39358559669927,9.58997200476006,5.71953570237383,6.2144893174991,2.80120190698653,3.23099700268358,7.47402783483267,2.47787095373496,2.11972048738971,5.06845076801255,8.88283116975799,0.759653488639742,1.43681949470192,2.25868809036911,4.18969262158498,4.21723730163649,0.873568556271493,4.8468273691833,0.630328939296305,7.81187232350931,3.79815022461116,5.19683247897774,0.587022076360881,0.144270833116025,4015.73382799681
1993,"S2","GO","LOC3","GEN7",63.8032660726458,118.776908200234,2,3,2,5,7,5,24.8517842367291,33.704452223843,18.7676689643413,751.220488548279,80.7207035226747,22.1122424553614,16.2004124838859,4.26838691602461,4.49759066104889,6.77853671368212,1.32841300219297,1.31197144743055,8.98134934948757,2.50395284732804,9.78826682781801,1.71697376063094,1.79833041504025,5.02899603918195,5.09150277357548,5.48694833181798,3.81742475088686,8.56649907305837,5.40499949362129,7.07514428999275,0.274689071811736,7.55032866261899,7.46938482392579,9.81778072891757,2.84775979351252,1.34701605187729,3.37479766458273,6.14390084054321,6.08729123836383,2.77326197829098,4.92211021482944,5.4568686359562,2.45562565745786,0.878565108869225,7.9693152057007,2.93306813342497,5.02089980291203,6.94862303789705,4.00272338651121,0.115358284674585,5.32213577535003,1.51494608493522,1.21703112963587,3.7100932886824,4004.27943003334
1999,"S1","GO","LOC1","GEN11",88.8863918976858,132.763038100675,4,7,3,8,5,2,26.0704233399592,31.7006759536453,17.1661237331573,721.091222390532,62.0281210262328,23.3424731376581,20.9378278744407,1.53168871789239,3.74496939824894,1.56495647272095,8.70879200519994,1.07794699957594,2.03328185714781,5.85644570644945,3.3961620205082,7.20415640156716,2.49911336693913,8.16632555332035,0.143088565673679,4.16163959540427,5.81802029628307,1.22463917126879,3.62494032364339,3.1445008632727,6.07953105121851,9.41546115791425,1.08808032236993,7.78473142534494,1.14267145516351,2.36717742634937,0.454110901337117,3.8782210717909,0.131696769967675,6.99390552937984,0.383176093455404,8.14068015199155,3.6687672813423,8.83038296364248,6.566463469062,2.38366110483184,8.67431306280196,9.12959975656122,7.13807982159778,0.972784957848489,3.26336226658896,2.7198371803388,9.26665869774297,8.65307877538726,5498.53099913666
1990,"S2","GO","LOC3","GEN1",81.2786090443842,131.564597438555,3,1,6,8,7,1,27.1731562735513,35.8153787849005,19.2282628405374,430.276910401881,67.9338034219109,22.5088239749894,22.5557071599178,5.91407925961539,4.57235690904781,9.87340927124023,5.68839957937598,3.84133592713624,2.28128235554323,7.32744799461216,2.82703219680116,4.69429446384311,8.22841795161366,5.33853405155241,7.60421915445477,6.8710841727443,7.8387328912504,3.19776640972123,9.06449456466362,9.55743315164,9.94855388067663,1.30355498287827,0.391158666461706,3.92395544797182,7.91572740767151,4.47678484255448,5.55595778627321,7.38134910818189,6.39766736654565,9.08291721949354,9.24562059342861,6.36310920584947,5.21648661931977,7.38572421716526,3.01173858111724,7.03154426068068,0.0700652203522623,0.691925487481058,5.44076174963266,0.426530046388507,5.17334625823423,1.09210081398487,9.99523087637499,1.27409156644717,4977.62261353325
